city,lat,lng,COUNTRY,Signal Strength (dBm),Data Throughput (Mbps),Latency (ms),Network Type,Time (Input 5),QCI (Input 6),Packet Loss Rate (Reliability),Packet Delay Budget (Latency)
Crinkill,53.07754344,-7.890786965,Ireland,-95.66693685,2.100118941,192.0817488,LTE,8,6,0.001,<50ms
Crinkill,53.07363793,-7.907839021,Ireland,-92.3130103,8.52289127,95.32491362,4G,8,7,0.001,<50ms
Crinkill,53.07985707,-7.89461008,Ireland,-87.38585765,84.37946941,17.03188497,5G,8,8,0.001,<50ms
Crinkill,53.0880732,-7.902485114,Ireland,-87.69948338,2.594733906,170.3518035,LTE,8,9,0.001,<50ms
Borrisoleigh,52.7521,-7.9563,Ireland,-86.27917933,75.74202994,30.55248683,5G,8,69,0.001,<50ms
Borrisoleigh,52.75838515,-7.963335797,Ireland,-93.90119281,2.994459523,155.6879152,LTE,8,70,0.001,<50ms
Borrisoleigh,52.75998155,-7.961727742,Ireland,-86.53527893,1.2347594,170.6627912,LTE,9,1,0.001,<50ms
Borrisoleigh,52.74706192,-7.94878244,Ireland,-100.7754355,2.464674277,166.880507,LTE,9,2,0.001,<50ms
Borrisoleigh,52.7595622,-7.962674171,Ireland,-93.64204484,2.085209908,106.2542576,LTE,9,3,0.001,<50ms
Borrisoleigh,52.75543371,-7.956996866,Ireland,-85.45647319,1.030243781,111.0990164,LTE,9,4,0.001,<50ms
Borrisoleigh,52.74998226,-7.964641924,Ireland,-90.17468873,96.23927779,24.48602193,5G,9,65,0.001,<50ms
Borrisoleigh,52.74885595,-7.963444095,Ireland,-93.05833994,91.90977742,11.82904995,5G,9,66,0.001,<50ms
Borrisoleigh,52.75256977,-7.955076083,Ireland,-85.96399636,21.33004907,33.32063526,5G,9,5,0.001,<50ms
Borrisoleigh,52.74311379,-7.960350942,Ireland,-95.29174073,1.863595793,184.4007516,3G,9,6,0.001,<50ms
Borrisoleigh,52.75193228,-7.952642369,Ireland,-95.40926178,73.67987415,31.00862276,5G,9,7,0.001,<50ms
Manorcunningham,54.9533,-7.6212,Ireland,-100.9929627,4.872719133,74.77070141,4G,9,8,0.001,<50ms
Manorcunningham,54.94452207,-7.620204335,Ireland,-90.17299054,2.685767536,110.8445926,LTE,9,9,0.001,<50ms
Manorcunningham,54.95736228,-7.616877257,Ireland,-98.57340044,1.485281264,118.7721921,3G,9,69,0.001,<50ms
Manorcunningham,54.96240727,-7.621744715,Ireland,-94.06108779,2.611002611,175.5280668,LTE,9,70,0.001,<50ms
Manorcunningham,54.95276568,-7.625391926,Ireland,-99.79544031,1.466649307,178.8545339,LTE,10,1,0.001,<50ms
Manorcunningham,54.94585281,-7.630735659,Ireland,-86.43652958,1.370761624,109.8620983,3G,10,2,0.001,<50ms
Manorcunningham,54.95726332,-7.628040223,Ireland,-89.09095745,2.14577127,109.1103855,3G,10,3,0.001,<50ms
Manorcunningham,54.96295028,-7.611402862,Ireland,-89.05103174,1.641657061,113.3097138,LTE,10,4,0.001,<50ms
Manorcunningham,54.94680868,-7.612689633,Ireland,-85.88929184,1.61466166,197.3569347,3G,10,65,0.001,<50ms
Manorcunningham,54.95050664,-7.62353777,Ireland,-84.60133204,4.778151093,65.35226893,4G,10,66,0.001,<50ms
Manorcunningham,54.9570801,-7.62929521,Ireland,-90.45530862,97.73564823,45.28341254,5G,10,5,0.001,<50ms
Tallanstown,53.9196,-6.5479,Ireland,-84.149865,89.08047768,28.32191171,5G,10,6,0.001,<50ms
Tallanstown,53.92793395,-6.543578067,Ireland,-90.83776846,2.704381509,155.9020669,LTE,10,7,0.001,<50ms
Tallanstown,53.92606708,-6.552354107,Ireland,-91.07257667,16.0263236,48.28021704,5G,10,8,0.001,<50ms
Tallanstown,53.91322682,-6.554106252,Ireland,-96.14666309,4.20222278,92.21291592,4G,10,9,0.001,<50ms
Tallanstown,53.91850088,-6.548705738,Ireland,-94.68496666,3.502576617,97.66623303,4G,10,69,0.001,<50ms
Tallanstown,53.91529614,-6.556721036,Ireland,-97.64245858,55.68908988,11.97490468,5G,10,70,0.001,<50ms
Tallanstown,53.9245343,-6.556248286,Ireland,-85.31692722,2.217435274,165.3071092,LTE,11,1,0.001,<50ms
Tallanstown,53.92209142,-6.552264353,Ireland,-89.67980996,3.857327063,67.67622655,4G,11,2,0.001,<50ms
Tallanstown,53.92667443,-6.554150127,Ireland,-90.8907527,6.811538854,77.74569789,4G,11,3,0.001,<50ms
Tallanstown,53.91651273,-6.538261142,Ireland,-89.45305715,1.208675167,176.573958,LTE,11,4,0.001,<50ms
Tallanstown,53.92596603,-6.543079699,Ireland,-87.9291016,5.273459083,84.68182181,4G,11,65,0.001,<50ms
Knockbridge,53.97,-6.49,Ireland,-90.54664886,3.685148747,61.71180996,4G,11,66,0.001,<50ms
Knockbridge,53.96035242,-6.481256295,Ireland,-92.85569728,5.829705571,83.98750861,4G,11,5,0.001,<50ms
Knockbridge,53.96735786,-6.483518914,Ireland,-85.87590744,5.797667787,55.63485261,4G,11,6,0.001,<50ms
Knockbridge,53.9601809,-6.496731207,Ireland,-87.79052286,1.953504756,190.0609824,LTE,11,7,0.001,<50ms
Knockbridge,53.96820847,-6.490333512,Ireland,-95.23911526,3.161269266,85.2560538,4G,11,8,0.001,<50ms
Knockbridge,53.96631281,-6.49937034,Ireland,-87.75385212,75.40002766,36.16969189,5G,11,9,0.001,<50ms
Knockbridge,53.96302829,-6.497275142,Ireland,-85.88986504,78.86987033,11.64786164,5G,11,69,0.001,<50ms
Knockbridge,53.9619479,-6.487065823,Ireland,-91.01494897,3.472101372,78.15539627,4G,11,70,0.001,<50ms
Knockbridge,53.96099927,-6.499078556,Ireland,-98.06090031,2.920582988,105.762564,3G,12,1,0.001,<50ms
Knockbridge,53.96645625,-6.494383411,Ireland,-97.24502467,1.941092464,194.135766,LTE,12,2,0.001,<50ms
Knockbridge,53.97683149,-6.48870994,Ireland,-84.12949199,46.61651973,14.54784277,5G,12,3,0.001,<50ms
Carlanstown,53.7594,-6.8408,Ireland,-85.95771328,8.263818235,58.05818571,4G,12,4,0.001,<50ms
Carlanstown,53.75420787,-6.835359539,Ireland,-90.4130165,1.885404076,140.7389004,LTE,12,65,0.001,<50ms
Carlanstown,53.75174952,-6.842512343,Ireland,-91.33305691,1.191655222,149.6663828,3G,12,66,0.001,<50ms
Carlanstown,53.76821875,-6.839062932,Ireland,-95.47360496,8.833434618,88.55854354,4G,12,5,0.001,<50ms
Carlanstown,53.75548321,-6.831457192,Ireland,-89.7696429,1.482216556,145.7445618,LTE,12,6,0.001,<50ms
Carlanstown,53.75116166,-6.843256254,Ireland,-89.17117122,2.729115265,158.4322772,3G,12,7,0.001,<50ms
Carlanstown,53.74968501,-6.839306059,Ireland,-89.01532762,2.719708036,158.6822562,LTE,12,8,0.001,<50ms
Carlanstown,53.75468728,-6.840501286,Ireland,-94.51719347,1.513478099,189.4791155,3G,12,9,0.001,<50ms
Carlanstown,53.76755877,-6.843664963,Ireland,-82.45283186,67.28908161,47.52204295,5G,12,69,0.001,<50ms
Carlanstown,53.75064452,-6.834999543,Ireland,-94.65806864,1.045086684,176.1807007,LTE,12,70,0.001,<50ms
Carlanstown,53.76793788,-6.83277131,Ireland,-91.76229688,6.466051897,94.56232694,4G,13,1,0.001,<50ms
Clonmellon,53.6643,-7.0194,Ireland,-93.39153112,73.51215374,22.01986435,5G,13,2,0.001,<50ms
Clonmellon,53.6563857,-7.02654149,Ireland,-85.53247117,2.561168215,102.6562393,3G,13,3,0.001,<50ms
Clonmellon,53.6587468,-7.02193227,Ireland,-90.53294683,5.089308147,68.83246411,4G,13,4,0.001,<50ms
Clonmellon,53.6738381,-7.020153699,Ireland,-88.32751943,2.475194092,189.7907953,3G,13,65,0.001,<50ms
Clonmellon,53.65568308,-7.025324692,Ireland,-82.59182246,2.588868309,178.1180151,3G,13,66,0.001,<50ms
Clonmellon,53.65965321,-7.011762832,Ireland,-94.34470106,31.60065464,29.94961197,5G,13,5,0.001,<50ms
Clonmellon,53.65656943,-7.018303168,Ireland,-85.55787375,2.806007724,143.127562,3G,13,6,0.001,<50ms
Clonmellon,53.66524018,-7.024889068,Ireland,-89.398275,83.91945625,42.48975377,5G,13,7,0.001,<50ms
Clonmellon,53.65612313,-7.019751666,Ireland,-102.9350666,2.486754048,120.5399202,3G,13,8,0.001,<50ms
Clonmellon,53.65825954,-7.019697987,Ireland,-83.23614675,1.478376775,102.5757815,3G,13,9,0.001,<50ms
Clonmellon,53.65756193,-7.023835191,Ireland,-95.57633194,2.093290788,170.9857472,3G,13,69,0.001,<50ms
Tulla,52.869,-8.76,Ireland,-86.84601551,2.332134409,135.226206,3G,13,70,0.001,<50ms
Tulla,52.8765859,-8.752473048,Ireland,-84.19437703,2.567650196,182.0527243,LTE,14,1,0.001,<50ms
Tulla,52.86177758,-8.7510152,Ireland,-87.79593349,1.275250637,199.9618895,LTE,14,2,0.001,<50ms
Tulla,52.87303848,-8.754971307,Ireland,-83.72094778,7.977043504,99.0016414,4G,14,3,0.001,<50ms
Tulla,52.8718202,-8.768506405,Ireland,-91.59892034,1.154218639,143.3657428,3G,14,4,0.001,<50ms
Tulla,52.86265949,-8.764198335,Ireland,-95.40704761,66.6890076,17.94356183,5G,14,65,0.001,<50ms
Tulla,52.86755949,-8.753524207,Ireland,-93.91624526,2.721615954,188.9279418,3G,14,66,0.001,<50ms
Tulla,52.86529085,-8.753438088,Ireland,-84.53621608,1.225154859,130.5822125,3G,14,5,0.001,<50ms
Tulla,52.86175751,-8.755356404,Ireland,-91.91677084,6.787938789,99.55646426,4G,14,6,0.001,<50ms
Tulla,52.87282018,-8.764936739,Ireland,-85.60825008,2.372113661,199.6227543,LTE,14,7,0.001,<50ms
Tulla,52.87804217,-8.750962231,Ireland,-82.83303241,1.667751702,120.3952017,LTE,14,8,0.001,<50ms
Béal Átha Ghártha,53.5167,-8.3167,Ireland,-85.6206885,2.584365777,124.1028879,LTE,14,9,0.001,<50ms
Béal Átha Ghártha,53.5164699,-8.312991786,Ireland,-84.37754725,91.0143088,21.24148662,5G,14,69,0.001,<50ms
Béal Átha Ghártha,53.52111916,-8.321746723,Ireland,-88.40154105,6.865607545,64.62008882,4G,14,70,0.001,<50ms
Béal Átha Ghártha,53.52414849,-8.315257596,Ireland,-91.39027221,8.124774825,79.94830151,4G,15,1,0.001,<50ms
Béal Átha Ghártha,53.51850723,-8.317989125,Ireland,-94.74639197,2.377354419,145.9904556,LTE,15,2,0.001,<50ms
Béal Átha Ghártha,53.51021475,-8.321345804,Ireland,-90.27373632,82.34719398,17.38315175,5G,15,3,0.001,<50ms
Béal Átha Ghártha,53.51132396,-8.32337429,Ireland,-93.57461732,19.24539728,37.5058247,5G,15,4,0.001,<50ms
Béal Átha Ghártha,53.51796328,-8.309851462,Ireland,-92.98181138,4.274601563,50.29833538,4G,15,65,0.001,<50ms
Béal Átha Ghártha,53.52213483,-8.309382633,Ireland,-89.97004099,86.24806986,48.82409824,5G,15,66,0.001,<50ms
Béal Átha Ghártha,53.51174161,-8.317949652,Ireland,-88.81028016,1.62971413,163.3384647,3G,15,5,0.001,<50ms
Béal Átha Ghártha,53.51035158,-8.315939736,Ireland,-82.35272661,1.48347871,125.500085,LTE,15,6,0.001,<50ms
Ladysbridge,51.896,-8.036,Ireland,-89.75932708,7.561662518,97.83140152,4G,15,7,0.001,<50ms
Ladysbridge,51.90091389,-8.044509927,Ireland,-81.7140533,1.01542698,100.6467072,LTE,15,8,0.001,<50ms
Ladysbridge,51.89092942,-8.030177311,Ireland,-87.86261661,2.756323198,104.758994,3G,15,9,0.001,<50ms
Ladysbridge,51.9053398,-8.04441163,Ireland,-94.70182127,59.06941823,30.17535865,5G,15,69,0.001,<50ms
Ladysbridge,51.8951234,-8.037419494,Ireland,-94.70231681,70.69023202,43.85999586,5G,15,70,0.001,<50ms
Ladysbridge,51.90265279,-8.036754246,Ireland,-84.75205967,6.749504775,72.99389658,4G,16,1,0.001,<50ms
Ladysbridge,51.89833153,-8.033515481,Ireland,-96.52494282,1.541834649,129.1729984,3G,16,2,0.001,<50ms
Ladysbridge,51.89731315,-8.037092642,Ireland,-96.8264756,1.9943359,155.5690552,LTE,16,3,0.001,<50ms
Ladysbridge,51.89131832,-8.035142435,Ireland,-81.22762326,7.360714839,92.05812366,4G,16,4,0.001,<50ms
Ladysbridge,51.90032068,-8.044477007,Ireland,-89.71167814,7.037767429,72.40660328,4G,16,65,0.001,<50ms
Ladysbridge,51.89797237,-8.042807818,Ireland,-98.07725688,75.92492953,21.66821468,5G,16,66,0.001,<50ms
Kilmessan,53.5592,-6.6601,Ireland,-92.26017499,20.55235198,18.87639862,5G,16,5,0.001,<50ms
Kilmessan,53.55584408,-6.661532787,Ireland,-85.65499038,2.066053597,199.0782369,LTE,16,6,0.001,<50ms
Kilmessan,53.54924716,-6.659001607,Ireland,-92.07089043,8.008870442,99.85877713,4G,16,7,0.001,<50ms
Kilmessan,53.56600768,-6.656594339,Ireland,-89.05463608,5.15194295,91.59811764,4G,16,8,0.001,<50ms
Kilmessan,53.56532303,-6.666852628,Ireland,-86.77086024,1.482269065,125.3078636,3G,16,9,0.001,<50ms
Kilmessan,53.5570686,-6.654022924,Ireland,-88.18091183,2.755714832,150.2842057,3G,16,69,0.001,<50ms
Kilmessan,53.56450171,-6.667012436,Ireland,-90.03375593,5.22673813,94.92650186,4G,16,70,0.001,<50ms
Kilmessan,53.5537661,-6.668592844,Ireland,-79.7956357,6.250399411,67.54435685,4G,17,1,0.001,<50ms
Kilmessan,53.55616839,-6.651156734,Ireland,-78.20577942,8.400303823,57.11589689,4G,17,2,0.001,<50ms
Kilmessan,53.55471564,-6.658841873,Ireland,-86.89816807,6.830585429,58.40699331,4G,17,3,0.001,<50ms
Kilmessan,53.55620469,-6.653792862,Ireland,-89.82462375,2.86899974,179.6280894,3G,17,4,0.001,<50ms
Hacketstown,52.8639,-6.5569,Ireland,-84.86244063,2.896266828,124.2291146,LTE,17,65,0.001,<50ms
Hacketstown,52.85900317,-6.55844437,Ireland,-83.0611627,2.106916348,114.7721419,3G,17,66,0.001,<50ms
Hacketstown,52.87089934,-6.547269191,Ireland,-90.64454069,39.93104515,14.75407637,5G,17,5,0.001,<50ms
Hacketstown,52.86065159,-6.555953633,Ireland,-87.01313144,7.476319326,83.43285201,4G,17,6,0.001,<50ms
Hacketstown,52.85590869,-6.562448247,Ireland,-86.65568535,2.218438052,145.1408557,3G,17,7,0.001,<50ms
Hacketstown,52.86371079,-6.566422971,Ireland,-94.71966946,1.487938582,115.3036012,3G,17,8,0.001,<50ms
Hacketstown,52.85925511,-6.561947955,Ireland,-80.29317248,2.27565939,132.2243962,LTE,17,9,0.001,<50ms
Hacketstown,52.86256118,-6.562718757,Ireland,-79.75783439,12.11519117,22.03574481,5G,17,69,0.001,<50ms
Hacketstown,52.85541758,-6.551958234,Ireland,-94.67591857,6.966365564,64.86123487,4G,17,70,0.001,<50ms
Hacketstown,52.85648705,-6.55684369,Ireland,-91.58227866,3.505908268,90.39067991,4G,18,1,0.001,<50ms
Hacketstown,52.86583718,-6.558422055,Ireland,-85.06157608,1.192153057,145.3245266,3G,18,2,0.001,<50ms
Kilrane,52.2419,-6.3561,Ireland,-91.49284374,2.242461493,187.115077,LTE,18,3,0.001,<50ms
Kilrane,52.25166425,-6.357580932,Ireland,-92.78881591,89.17463883,45.90003172,5G,18,4,0.001,<50ms
Kilrane,52.23614541,-6.360691199,Ireland,-85.19425825,25.89242261,47.49507285,5G,18,65,0.001,<50ms
Kilrane,52.23839817,-6.359300368,Ireland,-88.42713673,70.24761743,48.11635263,5G,18,66,0.001,<50ms
Kilrane,52.24394464,-6.362953426,Ireland,-100.2229987,1.372506188,103.3442652,3G,18,5,0.001,<50ms
Kilrane,52.24833206,-6.351259818,Ireland,-99.47414116,1.884129703,158.8623664,3G,18,6,0.001,<50ms
Kilrane,52.25001892,-6.350678995,Ireland,-103.9744832,20.65024958,38.91051246,5G,18,7,0.001,<50ms
Kilrane,52.24707803,-6.346961981,Ireland,-82.52059641,2.248964749,187.9097165,3G,18,8,0.001,<50ms
Kilrane,52.23753738,-6.356898395,Ireland,-82.98623365,3.546770957,64.51300347,4G,18,9,0.001,<50ms
Kilrane,52.23463638,-6.35962475,Ireland,-97.87800181,60.47210634,42.20754656,5G,18,69,0.001,<50ms
Kilrane,52.24790865,-6.352127672,Ireland,-90.64893398,58.694382,27.26980311,5G,18,70,0.001,<50ms
Shinrone,52.9842,-7.9247,Ireland,-93.01390557,1.004969061,146.5493821,LTE,19,1,0.001,<50ms
Shinrone,52.97917493,-7.917799545,Ireland,-93.26089785,2.850330342,176.6225438,3G,19,2,0.001,<50ms
Shinrone,52.98119862,-7.924629773,Ireland,-103.0523591,9.367551768,85.75346049,4G,19,3,0.001,<50ms
Shinrone,52.97870115,-7.919841035,Ireland,-88.93469079,2.720508127,195.739082,3G,19,4,0.001,<50ms
Shinrone,52.98595043,-7.925982062,Ireland,-82.29314704,61.95930086,15.39825108,5G,19,65,0.001,<50ms
Shinrone,52.98703614,-7.923228928,Ireland,-90.18708271,72.81830705,33.89366817,5G,19,66,0.001,<50ms
Shinrone,52.98934911,-7.929617571,Ireland,-80.30543855,3.324307584,58.62088608,4G,19,5,0.001,<50ms
Shinrone,52.97959219,-7.932622872,Ireland,-97.28191405,2.971981001,187.7792866,3G,19,6,0.001,<50ms
Shinrone,52.97453524,-7.915891579,Ireland,-97.59906688,1.816628851,120.0279344,3G,19,7,0.001,<50ms
Shinrone,52.97507327,-7.931142799,Ireland,-92.09690111,2.914441274,110.6299746,LTE,19,8,0.001,<50ms
Shinrone,52.97544565,-7.91869251,Ireland,-81.69626446,57.73588029,35.89163914,5G,19,9,0.001,<50ms
Passage East,52.2391,-6.9727,Ireland,-81.97159297,2.006657613,195.9374477,LTE,19,69,0.001,<50ms
Passage East,52.24645002,-6.97570724,Ireland,-90.21087075,58.03050199,28.05649819,5G,19,70,0.001,<50ms
Passage East,52.23275287,-6.982094654,Ireland,-86.97607557,5.451067168,90.39981845,4G,20,1,0.001,<50ms
Passage East,52.24242452,-6.970948468,Ireland,-91.84038345,5.213592025,68.11675381,4G,20,2,0.001,<50ms
Passage East,52.23539372,-6.978194551,Ireland,-102.7267124,1.632060926,169.6371229,LTE,20,3,0.001,<50ms
Passage East,52.23849944,-6.9747418,Ireland,-95.05802619,8.02863117,77.34509441,4G,20,4,0.001,<50ms
Passage East,52.23054827,-6.982341346,Ireland,-91.05919577,2.076633209,146.0945227,LTE,20,65,0.001,<50ms
Passage East,52.23829413,-6.975086311,Ireland,-87.58965712,86.13115579,49.13467393,5G,20,66,0.001,<50ms
Passage East,52.23136357,-6.977353565,Ireland,-89.69253377,1.890377791,191.0748562,LTE,20,5,0.001,<50ms
Passage East,52.24868589,-6.969500536,Ireland,-91.440985,1.459708021,130.18703,LTE,20,6,0.001,<50ms
Passage East,52.24829935,-6.96380473,Ireland,-98.57839305,8.533960166,60.05924478,4G,20,7,0.001,<50ms
Glanworth,52.187,-8.356,Ireland,-90.47505206,8.66006623,61.40397003,4G,20,8,0.001,<50ms
Glanworth,52.18445999,-8.35987338,Ireland,-98.0993923,2.87658259,199.585866,LTE,20,9,0.001,<50ms
Glanworth,52.19698224,-8.365238987,Ireland,-93.61635937,41.10285255,17.47294213,5G,20,69,0.001,<50ms
Glanworth,52.1931333,-8.353524389,Ireland,-89.63473602,4.835750125,54.31733889,4G,20,70,0.001,<50ms
Glanworth,52.1876136,-8.365455778,Ireland,-88.93579595,9.437518565,99.15785333,4G,21,1,0.001,<50ms
Glanworth,52.19277434,-8.357719163,Ireland,-87.32898569,2.879759502,161.0454237,LTE,21,2,0.001,<50ms
Glanworth,52.19025467,-8.348918029,Ireland,-89.60353493,2.991916559,129.5368417,3G,21,3,0.001,<50ms
Glanworth,52.1927238,-8.365176648,Ireland,-86.59810993,2.770321352,118.1219824,LTE,21,4,0.001,<50ms
Glanworth,52.19600913,-8.365373216,Ireland,-86.54409563,7.631101282,68.22836381,4G,21,65,0.001,<50ms
Glanworth,52.18392831,-8.347861605,Ireland,-83.89251652,2.020054751,162.2979359,LTE,21,66,0.001,<50ms
Glanworth,52.18275352,-8.351310042,Ireland,-94.09578184,54.11213178,33.47343289,5G,21,5,0.001,<50ms
Cappamore,52.6145,-8.3395,Ireland,-90.3153872,2.318386588,155.2765344,LTE,21,6,0.001,<50ms
Cappamore,52.61950873,-8.332333586,Ireland,-89.42768842,56.90059908,10.82694718,5G,21,7,0.001,<50ms
Cappamore,52.61563954,-8.341280496,Ireland,-96.28288625,1.623431136,175.888586,LTE,21,8,0.001,<50ms
Cappamore,52.60509717,-8.339168541,Ireland,-87.0485138,7.993434476,96.38862476,4G,21,9,0.001,<50ms
Cappamore,52.61255951,-8.344902119,Ireland,-87.23065547,5.150290121,99.65989558,4G,21,69,0.001,<50ms
Cappamore,52.60516708,-8.338601593,Ireland,-90.55131608,2.492295378,101.8935418,3G,21,70,0.001,<50ms
Cappamore,52.61467168,-8.341096888,Ireland,-87.85339996,83.23079897,33.54291615,5G,22,1,0.001,<50ms
Cappamore,52.60646655,-8.346029695,Ireland,-90.81669903,1.120528959,101.1823906,3G,22,2,0.001,<50ms
Cappamore,52.61682202,-8.330760449,Ireland,-82.10038488,61.79930121,13.22090671,5G,22,3,0.001,<50ms
Cappamore,52.60976899,-8.347232595,Ireland,-93.9387403,7.459249594,65.0258742,4G,22,4,0.001,<50ms
Cappamore,52.60836874,-8.340388442,Ireland,-83.73186334,2.039477972,106.777593,LTE,22,65,0.001,<50ms
Cloghjordan,52.9403,-8.0356,Ireland,-87.53387705,34.40132132,48.25444379,5G,22,66,0.001,<50ms
Cloghjordan,52.94689539,-8.026736594,Ireland,-90.10087233,1.608866537,177.8200724,3G,22,5,0.001,<50ms
Cloghjordan,52.94230042,-8.042838184,Ireland,-86.15825413,71.61106,10.61951464,5G,22,6,0.001,<50ms
Cloghjordan,52.93635316,-8.041952548,Ireland,-86.42018829,11.20541031,36.21709219,5G,22,7,0.001,<50ms
Cloghjordan,52.93071414,-8.040110085,Ireland,-83.0260416,2.870196828,174.9670984,LTE,22,8,0.001,<50ms
Cloghjordan,52.94729548,-8.044709187,Ireland,-99.26961142,1.47646508,110.0775512,3G,22,9,0.001,<50ms
Cloghjordan,52.93570117,-8.043395136,Ireland,-92.23169014,72.5844334,26.057784,5G,22,69,0.001,<50ms
Cloghjordan,52.93174252,-8.042150704,Ireland,-84.7976515,2.960018559,175.1843832,LTE,22,70,0.001,<50ms
Cloghjordan,52.93476007,-8.029768535,Ireland,-87.69229338,8.206723657,86.99808908,4G,23,1,0.001,<50ms
Cloghjordan,52.93665005,-8.029025966,Ireland,-103.9551103,5.113802774,54.18401633,4G,23,2,0.001,<50ms
Cloghjordan,52.94199813,-8.035918493,Ireland,-93.65825795,1.796117993,165.2262802,3G,23,3,0.001,<50ms
Pallaskenry,52.6444,-8.8675,Ireland,-91.7485044,6.940732994,55.73705139,4G,23,4,0.001,<50ms
Pallaskenry,52.65226277,-8.871430398,Ireland,-93.408255,2.153835866,145.2284507,LTE,23,65,0.001,<50ms
Pallaskenry,52.65320204,-8.86944138,Ireland,-83.01893093,9.029789488,53.34876969,4G,23,66,0.001,<50ms
Pallaskenry,52.63654007,-8.865521986,Ireland,-91.94154737,57.13699462,23.58380556,5G,23,5,0.001,<50ms
Pallaskenry,52.63759177,-8.859899329,Ireland,-90.60168651,2.921172581,151.7020148,3G,23,6,0.001,<50ms
Pallaskenry,52.63974111,-8.873797261,Ireland,-87.69615341,8.555284009,99.2283977,4G,23,7,0.001,<50ms
Pallaskenry,52.63949709,-8.860859021,Ireland,-93.46420473,9.842126089,61.89745943,4G,23,8,0.001,<50ms
Pallaskenry,52.64608205,-8.875015136,Ireland,-92.48339796,77.53115179,47.03139303,5G,23,9,0.001,<50ms
Pallaskenry,52.64695992,-8.862551694,Ireland,-94.90191486,1.069466474,156.0023236,3G,23,69,0.001,<50ms
Pallaskenry,52.64274256,-8.873472411,Ireland,-87.6150854,3.820147134,74.749741,4G,23,70,0.001,<50ms
Pallaskenry,52.64501351,-8.864159145,Ireland,-94.32629692,44.35773291,49.46911122,5G,1,1,0.001,<50ms
Omeath,54.09,-6.2583,Ireland,-87.6016982,98.59164272,31.19009148,5G,1,2,0.001,<50ms
Omeath,54.09996691,-6.259097236,Ireland,-93.60910516,7.11220207,60.43151468,4G,1,3,0.001,<50ms
Omeath,54.08925425,-6.253063458,Ireland,-97.42030243,80.77427087,31.19974982,5G,1,4,0.001,<50ms
Omeath,54.09434443,-6.258355167,Ireland,-96.30598968,4.03312329,64.19497933,4G,1,65,0.001,<50ms
Omeath,54.09469579,-6.254046745,Ireland,-86.56497702,1.188712612,166.7616802,3G,1,66,0.001,<50ms
Omeath,54.0919693,-6.25172198,Ireland,-87.70640253,67.29632231,33.08467961,5G,1,5,0.001,<50ms
Omeath,54.09844702,-6.252592875,Ireland,-98.14883151,1.968943226,185.6299617,LTE,1,6,0.001,<50ms
Omeath,54.0887308,-6.255504368,Ireland,-86.99283856,2.736558063,141.4559035,3G,1,7,0.001,<50ms
Omeath,54.09596701,-6.24911977,Ireland,-99.25105186,5.427103873,68.09037491,4G,1,8,0.001,<50ms
Omeath,54.09706807,-6.262018328,Ireland,-89.84625091,5.656076173,86.62314776,4G,1,9,0.001,<50ms
Omeath,54.09639214,-6.261796613,Ireland,-86.66757204,1.161074045,182.050373,3G,1,69,0.001,<50ms
Fahan,55.089,-7.4785,Ireland,-95.54110452,1.756962796,159.7529693,LTE,1,70,0.001,<50ms
Fahan,55.09885884,-7.483122726,Ireland,-88.52230833,1.21883069,198.3555713,3G,2,1,0.001,<50ms
Fahan,55.08124757,-7.479624116,Ireland,-83.04327065,53.42924601,49.02096828,5G,2,2,0.001,<50ms
Fahan,55.09307203,-7.481046684,Ireland,-89.43608363,2.743250339,187.451057,3G,2,3,0.001,<50ms
Fahan,55.09591634,-7.488338168,Ireland,-85.79930131,18.02755713,43.17904395,5G,2,4,0.001,<50ms
Fahan,55.08962265,-7.471791112,Ireland,-96.94185761,1.947943523,175.7794783,LTE,2,65,0.001,<50ms
Fahan,55.09444231,-7.469624055,Ireland,-84.84103753,86.49896073,34.48187029,5G,2,66,0.001,<50ms
Fahan,55.09236114,-7.476579608,Ireland,-100.3277228,1.894112735,110.5949697,3G,2,5,0.001,<50ms
Fahan,55.07995109,-7.475429237,Ireland,-89.55302518,3.436410234,73.51965786,4G,2,6,0.001,<50ms
Fahan,55.09702204,-7.48486975,Ireland,-92.45722657,58.65623306,29.97362257,5G,2,7,0.001,<50ms
Fahan,55.08953949,-7.477562695,Ireland,-87.32720246,3.270719356,91.84322058,4G,2,8,0.001,<50ms
Bruree,52.4243,-8.662,Ireland,-90.32044647,8.928959438,69.1527756,4G,2,9,0.001,<50ms
Bruree,52.41777161,-8.658648886,Ireland,-99.09473962,69.62555756,45.02619666,5G,2,69,0.001,<50ms
Bruree,52.43222492,-8.662294307,Ireland,-96.4927788,1.866253553,100.7683556,LTE,2,70,0.001,<50ms
Bruree,52.42864305,-8.669813955,Ireland,-87.96249686,63.28380084,39.13502884,5G,3,1,0.001,<50ms
Bruree,52.424844,-8.671969516,Ireland,-98.36494758,14.6602617,44.66910201,5G,3,2,0.001,<50ms
Bruree,52.42102118,-8.652954247,Ireland,-88.68561817,9.479876377,94.2051624,4G,3,3,0.001,<50ms
Bruree,52.41871397,-8.654154755,Ireland,-99.50384929,1.182901662,196.6520678,LTE,3,4,0.001,<50ms
Bruree,52.4180333,-8.667662319,Ireland,-90.15862023,2.318615558,169.7170986,LTE,3,65,0.001,<50ms
